2026-06-18 11:58:03,351 | INFO | Extracting vision log: sampling every 1.5s (7878 frames @ 25.0fps)...
2026-06-18 12:12:02,106 | INFO | [245.68s] Florence Caption: The image shows a dense forest with various plants and trees. The ground is covered in fallen leaves and twigs, and there is a large tree trunk on the right side of the image. The trees and plants are lush and green, and the background is slightly blurred, giving the impression of a dense and dense environment. The image also has a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:12:06,673 | INFO | [247.16s] Florence Caption: The image shows a woman walking through a dense jungle. She is wearing a long white dress and a black hat, and her hair is tied up in a bun. The trees and plants around her are tall and green, and the ground is covered in fallen leaves and twigs. The woman appears to be walking away from the camera, and there is a text overlay on the image that reads "WAVES OTT FOR SLC".
2026-06-18 12:12:10,649 | INFO | [248.64s] Florence Caption: The image shows a person walking through a forest. The person is wearing a white dress and a black jacket. They are walking on a path that is surrounded by trees and bushes. The image is slightly blurred, but it appears to be taken from a low angle. In the center of the image, there is a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:12:15,101 | INFO | [250.12s] Florence Caption: The image is a still from a video titled "WAVES OTT FOR SLC". It shows a young woman in a white dress walking through a forest. She is holding a black object in her hand and appears to be in motion. The background is filled with trees and bushes, and the overall mood of the image is peaceful and serene. The text on the image reads "waves ott for slc".
2026-06-18 12:12:19,664 | INFO | [251.60s] Florence Caption: The image is a still from a video titled "WAVES OTT FOR SLC". It appears to be taken in a forest or a wooded area, with trees and foliage visible in the background. In the center of the image, there is a text overlay that reads "Waves OTT For SLC" in white letters. The text is slightly blurred, giving the image a dreamy, ethereal quality.
2026-06-18 12:12:24,411 | INFO | [253.08s] Florence Caption: The image shows a dirt path in a forest. The path is surrounded by trees and bushes, and there are a few items scattered on the ground. In the center of the image, there is a text that reads "WAVES OTT FOR SLC". The image appears to be taken from a low angle, looking up at the path.
2026-06-18 12:12:28,426 | INFO | [254.56s] Florence Caption: The image shows a person sitting under a large tree in a wooded area. The person is wearing a blue jacket and appears to be sleeping or resting. The ground is covered in fallen leaves and there are other trees and bushes in the background. The image is taken from a low angle, looking up at the person and the tree. There is a watermark on the image that reads "WAVES OTT FOR SLC".
2026-06-18 12:12:32,547 | INFO | [256.04s] Florence Caption: The image is a still from a movie or TV show. It shows a dense forest with tall trees and bushes. The ground is covered in fallen leaves and twigs, and there is a large tree trunk in the center of the image. The tree appears to be old and weathered, with a rough texture. The background is filled with other trees and plants, creating a dense and dense atmosphere. The image is captioned "WAVES OTT FOR SLC" in white text.
2026-06-18 12:12:37,277 | INFO | [257.52s] Florence Caption: The image shows a man standing in a jungle-like environment with trees and bushes surrounding him. He is wearing a red outfit and has long dark hair and a beard. He appears to be in his late 40s or early 50s and has a serious expression on his face. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:12:41,337 | INFO | [259.00s] Florence Caption: The image shows a man with long hair and a beard walking through a forest. He is wearing a red robe and appears to be in motion. The background is filled with trees and foliage, and the ground is covered in fallen leaves and twigs. The image has a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:12:46,507 | INFO | [260.48s] Florence Caption: The image shows a man with long dark hair and a beard walking through a jungle-like environment. He is wearing a traditional Indian outfit, which is a red and orange saree with gold embroidery. The man appears to be in his late 40s or early 50s, with a serious expression on his face. The background is filled with lush greenery, including trees and bushes. The image is accompanied by text that reads "WAVES OTT FOR SLC".
2026-06-18 12:12:52,061 | INFO | [261.96s] Florence Caption: The image shows a man with long hair and a beard walking through a jungle-like environment. He is wearing a traditional Indian outfit, which is a red saree with gold embroidery and a gold border. The man appears to be walking with a serious expression on his face. The background is filled with lush greenery, including trees and bushes. Overlaid on the image is text that reads "WAVES OTT FOR SLC".
2026-06-18 12:12:58,606 | INFO | [263.44s] Florence Caption: The image is a still from a movie or TV show. It shows a young man with long dark hair, wearing a red saree, walking through a forest. He appears to be in his late twenties or early thirties, with a serious expression on his face. The background is filled with trees and foliage, and there is a text overlay that reads "WAVES OTT FOR SLC". The overall mood of the image is somber and contemplative.
2026-06-18 12:13:05,176 | INFO | [264.92s] Florence Caption: The image shows a woman walking on a dirt path in a forest. She is wearing a red saree and her hair is tied up in a bun. The woman appears to be walking away from the camera, with her back towards the camera. The path is surrounded by trees and bushes, and the sky is visible in the background. The image is slightly blurred, giving it a dreamy, ethereal quality. There is a watermark on the image that reads "WAVES OTT FOR SLO".
2026-06-18 12:13:10,194 | INFO | [266.40s] Florence Caption: The image shows a man walking on a dirt path in a forest. He is wearing a long red robe and has long dark hair and a beard. He appears to be walking towards the right side of the image. The background is filled with trees and bushes, and the ground is covered in fallen leaves and twigs. The image has a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:13:15,556 | INFO | [267.88s] Florence Caption: The image shows a man in a red robe standing in a wooded area. He is facing away from the camera and appears to be in a state of distress. The man is holding a sword in his right hand and his left hand is resting on the ground in front of him. The background is filled with trees and bushes. The image is captioned "WAVES OTT FOR SLC".
2026-06-18 12:13:22,284 | INFO | [269.36s] Florence Caption: The image is a still from a movie titled "WAVES OTT FOR SLC". It shows three people, two men and one woman, sitting on the ground in a wooded area. The woman is wearing a pink saree and the man on the left is wearing traditional Indian clothing. The man in the middle is lying on his back with his head resting on a red cloth, while the woman on the right is sitting next to him with her legs crossed. The background is dark and there are trees and bushes surrounding them. The title of the movie is written in white text across the image.
2026-06-18 12:13:27,207 | INFO | [270.84s] Florence Caption: The image shows two people, a man and a woman, sitting on the ground in a forest. The man is wearing a red saree and the woman is lying on her back with her legs crossed. They appear to be engaged in a conversation. The background is filled with trees and foliage, and there is a large tree trunk on the right side of the image. The image is captioned "WAVES OTT FOR SLC".
2026-06-18 12:13:33,291 | INFO | [272.32s] Florence Caption: The image shows a scene from a movie or TV show. It shows three people, two men and a woman, sitting on the ground in a forest. The man on the left is wearing a red saree and is kneeling down, while the man in the middle is lying on his back with his legs crossed. The woman on the right is sitting next to him, wearing a white saree. She appears to be unconscious or unconscious. The background is filled with trees and foliage, suggesting that the scene is taking place in a natural environment. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:13:38,237 | INFO | [273.80s] Florence Caption: The image shows a woman sitting on the ground in a forest. She is wearing a red saree with a yellow border and has multiple bangles on her wrists. Her legs are bent at the knees and her hands are resting on her knees. The background is filled with trees and bushes. The image appears to be a still from a movie or TV show. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:13:43,608 | INFO | [275.28s] Florence Caption: The image is a still from a movie or TV show. It shows a man sitting on the ground, playing a musical instrument. He is wearing a red saree and has long dark hair. The background is blurred, but it appears to be a wooded area with trees and bushes. The man is looking directly at the camera with a serious expression on his face. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:13:48,451 | INFO | [276.76s] Florence Caption: The image shows a person wearing a white shirt and a green scarf. The person is standing in a wooded area with trees and bushes in the background. The image is slightly blurred, but it appears to be taken from a low angle. In the center of the image, there is a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:13:55,821 | INFO | [278.24s] Florence Caption: The image shows a man and a woman in a romantic embrace. The man is wearing a white saree and the woman is wearing an orange saree. They are standing in a wooded area with trees and bushes in the background. The image appears to be a still from a movie or TV show, as there is a text overlay that reads "WAVES OTT FOR SLC". The man and woman appear to be in a state of distress, with the man's arm around the woman's waist and her head resting on his shoulder. The woman's face is not visible in the image.
2026-06-18 12:14:02,988 | INFO | [279.72s] Florence Caption: The image shows a man and a woman embracing each other in a loving hug. The woman is wearing a white saree and a flower crown on her head, while the man is wearing an orange saree. They are sitting on a bench in a wooded area, with trees and bushes in the background. The image appears to be a still from a movie or TV show, as there is a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:14:08,688 | INFO | [281.20s] Florence Caption: The image shows two women, one wearing a white saree and the other wearing an orange saree, embracing each other in a passionate kiss. The woman in the saree is wearing a flower crown on her head and is holding the other woman close to her chest. The background is blurred, but it appears to be an outdoor setting with trees and bushes. The image is accompanied by text that reads "WAVES OTT FOR SLC".
2026-06-18 12:14:14,596 | INFO | [282.68s] Florence Caption: The image shows two Indian women sitting on a bench in a garden. The woman on the left is wearing a white saree and has a flower crown on her head. She is holding the other woman close to her chest and appears to be comforting her. The other woman is wearing an orange saree with a green border. They are both looking down at each other and seem to be deep in thought. The background is filled with greenery and there is a text overlay that reads "Waves Ott for SLC".
2026-06-18 12:14:19,613 | INFO | [284.16s] Florence Caption: The image shows two women embracing each other in a loving hug. The woman on the left is wearing a white saree with a green border and a white flower crown on her head. She is also wearing a red blouse and gold bangles and earrings. The background is blurred, but it appears to be an outdoor setting with trees and bushes. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:14:25,741 | INFO | [285.64s] Florence Caption: The image shows a man and a woman sitting on a bench in a garden. The woman is wearing a white saree and a flower crown on her head. She is holding the man's hand and appears to be comforting him. The man is also wearing a red saree. The background is filled with greenery and there is a text overlay that reads "WAVES OTT FOR SLC". The image appears to have been taken during the day.
2026-06-18 12:14:31,061 | INFO | [287.12s] Florence Caption: The image shows two women sitting on a bench in a garden. The woman on the left is wearing a white saree with a green border and a white flower crown on her head. She is holding the other woman's hand and appears to be comforting her. The background is filled with greenery and there is a text overlay that reads "WAVES OTT FOR SLC". The image appears to have been taken during the day.
2026-06-18 12:14:36,252 | INFO | [288.60s] Florence Caption: The image shows a man and a woman in traditional Indian attire. The woman is wearing a white saree with a green border and a white flower crown on her head. She is sitting on the ground with her back to the camera, while the man is kneeling in front of her with his hands clasped together. The background is blurred, but it appears to be a wooded area with trees and bushes. The image is accompanied by text that reads "WAVES OTT FOR SLC".
2026-06-18 12:14:42,179 | INFO | [290.08s] Florence Caption: The image shows a man and a woman in traditional Indian attire. The woman is wearing a white saree with a green border and a white flower crown on her head. She is sitting on the ground with her legs crossed and her hands clasped together in front of her. The man is sitting next to her, wearing a red saree and has a beard. They appear to be engaged in a conversation. The background is blurred, but it appears to be a garden or a wooded area with trees and bushes. The image is captioned "WAVES OTT FOR SLC".
2026-06-18 12:14:47,419 | INFO | [291.56s] Florence Caption: The image shows a woman in a traditional Indian saree, wearing a white and green saree with a flower crown on her head. She is sitting on a bench with a man in a red saree behind her, who is also sitting on the bench. The woman is holding the man's hand and appears to be comforting him. The background is filled with greenery, suggesting that the scene is taking place outdoors. The image is accompanied by text that reads "WAVES OTT FOR SLC".
2026-06-18 12:14:53,888 | INFO | [293.04s] Florence Caption: The image is a still from a Tamil movie. It shows two women lying on a bed, one wearing a red saree and the other wearing a white saree. The woman in the saree is lying on her back with her head resting on the other woman's shoulder. She has a serious expression on her face and is looking directly at the camera. The background is blurred, but it appears to be an outdoor setting with trees and foliage. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:14:59,957 | INFO | [294.52s] Florence Caption: The image is a still from a Malayalam movie. It shows a man and a woman in a romantic embrace. The woman is wearing a red saree and has her hand on the man's shoulder. The man is also wearing a white saree. They are both looking at each other with a serious expression on their faces. The background is blurred, but it appears to be an outdoor setting with trees and foliage. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:15:05,782 | INFO | [296.00s] Florence Caption: The image is a still from a Malayalam movie. It shows a man and a woman standing close together, with the woman wearing a traditional Indian saree and the man wearing a red and orange saree. They are standing in a garden with trees and bushes in the background. The woman has a flower crown on her head and is looking at the man with a smile on her face. The man has long hair and a beard and is wearing a necklace and earrings. The text on the image reads "WAVES OFF FOR SLC".
2026-06-18 12:15:11,346 | INFO | [297.48s] Florence Caption: The image is a still from a Tamil movie. It shows a man and a woman standing close together, with the man's arm around the woman's waist. The woman is wearing a traditional Indian saree and a necklace, while the man has a beard. They are both smiling and looking at each other. The background is blurred, but it appears to be a garden or a wooded area. The text on the image reads "WAVES OFF FOR SLC".
2026-06-18 12:15:17,029 | INFO | [298.96s] Florence Caption: The image is a still from a Tamil movie. It shows a man and a woman standing close together, with the woman wearing a traditional Indian saree and the man wearing a red and orange saree. They are both smiling and looking at the camera. The background is filled with greenery, suggesting that they are in a tropical or jungle-like environment. The text on the image reads "WAVES OFF FOR SLC".
2026-06-18 12:15:23,662 | INFO | [300.44s] Florence Caption: The image is a still from a Malayalam movie. It shows a man and a woman standing close together, with the man's arm around the woman's waist. The woman is wearing a traditional Indian outfit, with a white saree and a gold necklace. She has a flower crown on her head and is looking at the man with a sad expression on her face. The background is blurred, but it appears to be a garden or a wooded area. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:15:27,999 | INFO | [301.92s] Florence Caption: The image shows a woman wearing a white headscarf, standing in a forest. She appears to be in distress, with her eyes wide open and her mouth slightly open. The background is filled with trees and foliage, and there is a watermark in the corner that reads "WAVES OF FOR SLC". The overall mood of the image is somber and melancholic.
2026-06-18 12:15:32,309 | INFO | [303.40s] Florence Caption: The image is a still from a movie or TV show. It shows a young woman wearing a white headscarf, standing in a wooded area with trees and bushes in the background. She appears to be looking directly at the camera with a serious expression on her face. The text on the image reads "WAVES OFF FOR SLC".
2026-06-18 12:15:37,146 | INFO | [304.88s] Florence Caption: The image shows a young woman wearing a white headscarf, standing in a forest. She appears to be in distress, with her eyes wide open and her mouth slightly open. The background is filled with trees and foliage, and there is a watermark in the corner that reads "WAVES OFF FOR SLC". The overall mood of the image is somber and melancholic.
2026-06-18 12:15:42,604 | INFO | [306.36s] Florence Caption: The image shows a man and a woman in a romantic embrace. The woman is wearing a white saree and a flower crown on her head, while the man is wearing an orange saree. They are standing in a garden with greenery in the background. The man has his arm around the woman's waist and they are both looking at each other with a loving expression on their faces. The text on the image reads "WAVES OFF FOR SLC".
2026-06-18 12:15:48,653 | INFO | [307.84s] Florence Caption: The image shows a man and a woman in a romantic embrace. The woman is wearing a white saree and a flower crown on her head, while the man has long hair and a beard. They are both wearing traditional Indian attire, with the woman wearing a red saree with gold ornaments and the man wearing a green saree. The background is blurred, but it appears to be a garden or a wooded area with trees and bushes. The image has a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:15:54,067 | INFO | [309.32s] Florence Caption: The image shows a man and a woman in a romantic embrace. The woman is wearing a white saree and a flower crown on her head, while the man has long black hair and a beard. They are both smiling and appear to be happy. The background is blurred, but it appears to be an outdoor setting with trees and greenery. There is a text overlay on the image that reads "WAVES OTT FOR SLC".
2026-06-18 12:16:00,083 | INFO | [310.80s] Florence Caption: The image is a still from a Tamil movie. It shows a young woman and a young man sitting on a bench in a garden. The woman is wearing a white saree and has a flower crown on her head. She is smiling and looking at the camera. The man is also smiling and has his arm around the woman's waist. They are both wearing traditional Indian clothing. The background is filled with greenery and there is a text overlay that reads "WAVES OTT FOR SLC".
2026-06-18 12:16:05,562 | INFO | [312.28s] Florence Caption: The image shows a man and a woman in a romantic embrace. The woman is wearing a white saree and a flower crown on her head, while the man is wearing an orange saree. They are standing in a garden with greenery in the background. The man has his arm around the woman's waist and they are both looking at each other with a loving expression on their faces. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:16:10,578 | INFO | [313.76s] Florence Caption: The image is a still from a Malayalam movie. It shows a man and a woman in a romantic embrace. The woman is wearing a red saree and has her eyes closed, while the man is looking at her with a sad expression. The background is blurred, but it appears to be an outdoor setting with trees and foliage. The text on the image reads "WAVES OTT FOR SLC".
2026-06-18 12:16:10,712 | INFO | Vision log written to: panns_v2_results\Bharat_Ek_Khoj_Ep_016_without_cc\florence_log.jsonl
2026-06-18 12:16:10,730 | INFO | 
Stage 1 complete. Reuse this log with:
  python panns_pipeline.py --video data\Bharat_Ek_Khoj_Ep_016_without_cc.mp4 --florence-log panns_v2_results\Bharat_Ek_Khoj_Ep_016_without_cc\florence_log.jsonl
